instance_id,business_id,name,Feature,InstanceID,category,latitude,longitude,X,Y,city,state,stars,review_count,is_open,price,takeout,delivery,outdoor_seating,good_for_kids,alcohol,wifi,ambience,hours
aYJjJMN8heS2PmkvsQzaZg__cafes,aYJjJMN8heS2PmkvsQzaZg,Treme Coffeehouse,Cafes,aYJjJMN8heS2PmkvsQzaZg,Cafes,29.9654586,-90.0695669,736.119685,999.037779,New Orleans,LA,4.5,137,1,1,true,false,true,true,none,free,casual|trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""6:0-17:0"", ""Wednesday"": ""7:0-14:0"", ""Thursday"": ""8:0-13:0"", ""Friday"": ""7:0-14:0"", ""Saturday"": ""8:0-14:0"", ""Sunday"": ""8:0-14:0""}"
5l67axuAa5EmEV3lLuSa1Q__burgers,5l67axuAa5EmEV3lLuSa1Q,Smashburger,Burgers,5l67axuAa5EmEV3lLuSa1Q,Burgers,29.9233129,-90.0877986,-1020.321788,-3687.356714,New Orleans,LA,3.0,167,0,1,true,false,true,true,none,no,casual,"{""Monday"": ""10:0-22:0"", ""Tuesday"": ""10:0-22:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-23:0"", ""Saturday"": ""10:0-23:0"", ""Sunday"": ""10:0-22:0""}"
CBGqxzHew6PveH_YdKLYpw__art_galleries,CBGqxzHew6PveH_YdKLYpw,Voodoo Authentica,Art Galleries,CBGqxzHew6PveH_YdKLYpw,Art Galleries,29.9591512,-90.0627252,1395.248874,297.685929,New Orleans,LA,4.5,173,1,2,,,,false,,no,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Friday"": ""11:0-19:0"", ""Saturday"": ""11:0-19:0"", ""Sunday"": ""11:0-19:0""}"
ifofBiQeb6DI0-u0KEQybg__breakfast_and_brunch,ifofBiQeb6DI0-u0KEQybg,HAPPYJAXX,Breakfast & Brunch,ifofBiQeb6DI0-u0KEQybg,Breakfast & Brunch,29.9452390,-90.0695550,737.266131,-1249.282266,New Orleans,LA,4.0,24,1,2,,false,,,,,trendy,"{""Monday"": ""8:30-21:45"", ""Tuesday"": ""8:30-22:0"", ""Wednesday"": ""8:30-22:0"", ""Thursday"": ""8:30-22:0"", ""Friday"": ""8:30-23:0"", ""Saturday"": ""8:30-23:0"", ""Sunday"": ""8:30-22:0""}"
vEHt2zXxc5P9NbT-JjDn-w__fitness_and_instruction,vEHt2zXxc5P9NbT-JjDn-w,Yoga at the Cabildo,Fitness & Instruction,vEHt2zXxc5P9NbT-JjDn-w,Fitness & Instruction,29.9581837,-90.0634002,1330.219392,190.104689,New Orleans,LA,4.5,16,1,,,,,true,,,,"{""Monday"": ""0:0-0:0"", ""Friday"": ""8:30-9:30"", ""Saturday"": ""8:15-9:15"", ""Sunday"": ""8:30-9:30""}"
8uF-bhJFgT4Tn6DTb27viA__burgers,8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,Burgers,8uF-bhJFgT4Tn6DTb27viA,Burgers,29.9294259,-90.0770687,13.396481,-3007.621189,New Orleans,LA,4.5,2062,1,1,true,true,true,true,beer_and_wine,free,casual|classy|hipster|trendy,"{""Monday"": ""7:0-21:0"", ""Tuesday"": ""7:0-21:0"", ""Wednesday"": ""7:0-21:0"", ""Thursday"": ""7:0-21:0"", ""Friday"": ""7:0-21:0"", ""Saturday"": ""7:0-21:0"", ""Sunday"": ""7:0-21:0""}"
Tt4byMYA7FvAkQ3MigcJWQ__cajun_creole,Tt4byMYA7FvAkQ3MigcJWQ,Mojitos Rum Bar & Grill,Cajun/Creole,Tt4byMYA7FvAkQ3MigcJWQ,Cajun/Creole,29.9618438,-90.0576285,1886.264811,597.089802,New Orleans,LA,3.5,74,0,2,true,false,true,true,full_bar,free,casual,"{""Monday"": ""16:0-0:0"", ""Tuesday"": ""16:0-0:0"", ""Wednesday"": ""16:0-0:0"", ""Thursday"": ""16:0-0:0"", ""Friday"": ""16:0-2:0"", ""Saturday"": ""11:0-3:0"", ""Sunday"": ""11:0-0:0""}"
Yh4OgbXQSpQ_ycK_FmNiGw__american_(new),Yh4OgbXQSpQ_ycK_FmNiGw,Suis Generis,American (New),Yh4OgbXQSpQ_ycK_FmNiGw,American (New),29.9649909,-90.0426163,3332.538529,947.032907,New Orleans,LA,4.0,100,1,2,true,true,true,false,full_bar,no,casual|hipster,"{""Thursday"": ""18:0-22:0"", ""Friday"": ""18:0-23:0"", ""Saturday"": ""18:0-23:0"", ""Sunday"": ""18:0-22:0""}"
zSqTndm5Alq9dW1PyzbdTA__desserts,zSqTndm5Alq9dW1PyzbdTA,Grand Isle,Desserts,zSqTndm5Alq9dW1PyzbdTA,Desserts,29.9475671,-90.0651152,1164.996340,-990.408999,New Orleans,LA,4.0,588,1,2,true,true,true,true,full_bar,free,casual|classy,"{""Monday"": ""0:0-0:0"", ""Wednesday"": ""11:0-20:0"", ""Thursday"": ""11:0-20:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-20:0""}"
qejPFPUKiIXvHJ4BirgLUw__fast_food,qejPFPUKiIXvHJ4BirgLUw,Rally's,Fast Food,qejPFPUKiIXvHJ4BirgLUw,Fast Food,29.9452593,-90.0906756,-1297.491888,-1247.025006,New Orleans,LA,1.5,13,1,1,true,true,true,true,none,no,,"{""Monday"": ""10:0-4:0"", ""Tuesday"": ""10:0-4:0"", ""Wednesday"": ""10:0-4:0"", ""Thursday"": ""10:0-5:0"", ""Friday"": ""10:0-6:0"", ""Saturday"": ""10:0-6:0"", ""Sunday"": ""10:0-4:0""}"
4ZVApGFcZ-mPVGKqZWRqvg__pizza,4ZVApGFcZ-mPVGKqZWRqvg,Pizza Hut,Pizza,4ZVApGFcZ-mPVGKqZWRqvg,Pizza,30.0267602,-89.9933138,8082.341228,7815.474109,New Orleans,LA,2.5,12,0,1,true,true,false,true,,,,"{""Monday"": ""10:0-22:0"", ""Tuesday"": ""10:0-22:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-23:0"", ""Saturday"": ""10:0-23:0"", ""Sunday"": ""10:0-22:0""}"
mjfCi5RzOab2i3oIS7MqnA__seafood,mjfCi5RzOab2i3oIS7MqnA,Casa Honduras,Seafood,mjfCi5RzOab2i3oIS7MqnA,Seafood,30.0283330,-89.9928791,8124.223075,7990.359218,New Orleans,LA,3.0,16,1,2,true,false,false,true,full_bar,free,,"{""Monday"": ""7:0-22:0"", ""Tuesday"": ""7:0-22:0"", ""Wednesday"": ""7:0-22:0"", ""Thursday"": ""7:0-22:0"", ""Friday"": ""7:0-15:0"", ""Saturday"": ""7:0-15:0"", ""Sunday"": ""7:0-15:0""}"
J2T70-o7aslJNOfKSFf_Zw__beer,J2T70-o7aslJNOfKSFf_Zw,Cellars of River Ridge,Beer,J2T70-o7aslJNOfKSFf_Zw,Beer,29.9392154,-90.1963364,-11476.850435,-1919.076951,New Orleans,LA,4.0,7,0,2,,,,,,,,
98mYebjHN_VXZapVm8Nmqg__pizza,98mYebjHN_VXZapVm8Nmqg,SWEGS Kitchen - Mid-City,Pizza,98mYebjHN_VXZapVm8Nmqg,Pizza,29.9760651,-90.0996259,-2159.763543,2178.428397,New Orleans,LA,4.0,67,0,1,true,true,false,true,none,free,casual|trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""7:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""7:0-21:0"", ""Saturday"": ""11:0-19:0"", ""Sunday"": ""11:0-19:0""}"
POn8Xzda_26vDYAmaEJMQA__fitness_and_instruction,POn8Xzda_26vDYAmaEJMQA,CrossFit NOLA,Fitness & Instruction,POn8Xzda_26vDYAmaEJMQA,Fitness & Instruction,29.9475956,-90.1350802,-5575.429823,-987.239940,New Orleans,LA,5.0,39,1,,,,,true,,,,"{""Monday"": ""5:30-20:30"", ""Tuesday"": ""5:30-20:30"", ""Wednesday"": ""5:30-20:30"", ""Thursday"": ""5:30-20:30"", ""Friday"": ""5:30-19:30"", ""Saturday"": ""9:0-23:0"", ""Sunday"": ""9:0-10:0""}"
pym7c6ZFEtmoH16xN2ApBg__american_(traditional),pym7c6ZFEtmoH16xN2ApBg,Katie's Restaurant & Bar,American (Traditional),pym7c6ZFEtmoH16xN2ApBg,American (Traditional),29.9730943,-90.0959144,-1802.197735,1848.090053,New Orleans,LA,4.5,1289,1,2,true,true,true,true,full_bar,no,casual|classy,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""9:0-15:0""}"
5AOkxsg6UJQ_CoJTMBDUmQ__american_(new),5AOkxsg6UJQ_CoJTMBDUmQ,Ralph's on the Park,American (New),5AOkxsg6UJQ_CoJTMBDUmQ,American (New),29.9834680,-90.0981510,-2017.671717,3001.594456,New Orleans,LA,4.0,299,1,3,true,false,true,true,full_bar,free,classy,"{""Tuesday"": ""17:30-21:0"", ""Wednesday"": ""11:30-21:0"", ""Thursday"": ""11:30-21:0"", ""Friday"": ""11:30-21:30"", ""Saturday"": ""10:30-21:30"", ""Sunday"": ""10:30-21:0""}"
Bt7NBqA31uOI4H_hvasLLg__venues_and_event_spaces,Bt7NBqA31uOI4H_hvasLLg,HORN'S EATERY,Venues & Event Spaces,Bt7NBqA31uOI4H_hvasLLg,Venues & Event Spaces,29.9653627,-90.0591157,1742.992050,988.368700,New Orleans,LA,4.0,597,1,2,true,false,true,true,full_bar,free,casual|classy,"{""Monday"": ""0:0-0:0"", ""Thursday"": ""8:0-14:0"", ""Friday"": ""8:0-14:0"", ""Saturday"": ""8:0-14:0"", ""Sunday"": ""8:0-14:0""}"
pTpZS84EQhvZaxhq6SSWNw__cafes,pTpZS84EQhvZaxhq6SSWNw,Petite Clouet Cafe,Cafes,pTpZS84EQhvZaxhq6SSWNw,Cafes,29.9633260,-90.0454062,3063.760854,761.903150,New Orleans,LA,4.5,18,1,,true,,true,,,free,,"{""Monday"": ""7:0-18:0"", ""Tuesday"": ""7:0-18:0"", ""Wednesday"": ""7:0-18:0"", ""Thursday"": ""7:0-18:0"", ""Friday"": ""7:0-18:0"", ""Saturday"": ""7:0-18:0"", ""Sunday"": ""7:0-18:0""}"
jlgi2sLx5i6_t4mcODJW7A__seafood,jlgi2sLx5i6_t4mcODJW7A,Redemption,Seafood,jlgi2sLx5i6_t4mcODJW7A,Seafood,29.9741719,-90.0974353,-1948.721199,1967.913871,New Orleans,LA,3.0,63,0,3,false,false,true,false,full_bar,free,classy,"{""Thursday"": ""17:0-22:0"", ""Friday"": ""17:0-22:0"", ""Saturday"": ""17:0-22:0""}"
m8ehWBGy9Ee0yBdmPJ4nGw__fitness_and_instruction,m8ehWBGy9Ee0yBdmPJ4nGw,New Orleans Boxing Club,Fitness & Instruction,m8ehWBGy9Ee0yBdmPJ4nGw,Fitness & Instruction,29.9694328,-90.0874047,-982.376797,1440.947643,New Orleans,LA,5.0,16,1,,,,,true,,,,"{""Monday"": ""7:0-20:0"", ""Tuesday"": ""7:0-20:0"", ""Wednesday"": ""7:0-20:0"", ""Thursday"": ""7:0-20:0"", ""Friday"": ""7:0-19:0"", ""Saturday"": ""9:0-14:0""}"
uYTXhzfcUTXNCZ8a8rnbfA__art_galleries,uYTXhzfcUTXNCZ8a8rnbfA,Treasure Tattoo,Art Galleries,uYTXhzfcUTXNCZ8a8rnbfA,Art Galleries,29.9685550,-90.0529169,2340.180224,1343.342225,New Orleans,LA,5.0,39,1,2,,,,,,free,,"{""Monday"": ""0:0-0:0"", ""Wednesday"": ""12:0-19:0"", ""Thursday"": ""12:0-19:0"", ""Friday"": ""12:0-17:0"", ""Saturday"": ""12:0-19:0"", ""Sunday"": ""12:0-19:0""}"
G2W56pUxgJs7UzGcSL0EdQ__cocktail_bars,G2W56pUxgJs7UzGcSL0EdQ,Vue,Cocktail Bars,G2W56pUxgJs7UzGcSL0EdQ,Cocktail Bars,29.9582667,-90.0772682,-5.823344,199.333881,New Orleans,LA,4.0,10,1,2,,,true,,full_bar,free,casual|romantic,"{""Thursday"": ""16:0-0:0"", ""Friday"": ""16:0-0:0"", ""Saturday"": ""11:0-0:0"", ""Sunday"": ""11:0-0:0""}"
2wwhMKlfpOd0dpk_AQdt8w__pizza,2wwhMKlfpOd0dpk_AQdt8w,Leonardo Trattoria,Pizza,2wwhMKlfpOd0dpk_AQdt8w,Pizza,29.9472031,-90.0714312,556.513075,-1030.884009,New Orleans,LA,2.5,29,0,3,true,,true,false,full_bar,,casual,"{""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-23:0"", ""Saturday"": ""15:0-23:0"", ""Sunday"": ""15:0-21:0""}"
X-BZp1KMgGzKkf_92Y3fWw__cocktail_bars,X-BZp1KMgGzKkf_92Y3fWw,Tiki Tolteca,Cocktail Bars,X-BZp1KMgGzKkf_92Y3fWw,Cocktail Bars,29.9534303,-90.0651540,1161.258349,-338.450005,New Orleans,LA,4.0,214,0,2,,,false,,full_bar,free,casual|intimate,"{""Thursday"": ""17:0-23:0"", ""Friday"": ""11:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Sunday"": ""11:0-2:0""}"
aI2w94F3TvIuPTcflKVCJQ__cafes,aI2w94F3TvIuPTcflKVCJQ,Honeydeux,Cafes,aI2w94F3TvIuPTcflKVCJQ,Cafes,29.9312270,-90.0739870,310.287374,-2807.347730,New Orleans,LA,3.5,88,0,1,true,false,true,true,none,no,,"{""Monday"": ""10:0-18:0"", ""Tuesday"": ""10:0-18:0"", ""Wednesday"": ""10:0-18:0"", ""Thursday"": ""10:0-18:0"", ""Friday"": ""10:0-18:0"", ""Saturday"": ""10:0-18:0"", ""Sunday"": ""11:0-17:0""}"
0e7U3DahOeJsT0brY4n_uQ__seafood,0e7U3DahOeJsT0brY4n_uQ,Pra_LEES,Seafood,0e7U3DahOeJsT0brY4n_uQ,Seafood,29.9967454,-90.0602898,1629.875242,4477.976015,New Orleans,LA,4.0,22,1,,,,,,,,,"{""Tuesday"": ""11:30-19:0"", ""Wednesday"": ""11:30-19:0"", ""Thursday"": ""11:30-19:0"", ""Friday"": ""11:30-19:0"", ""Saturday"": ""11:30-19:0"", ""Sunday"": ""12:0-18:0""}"
