instance_id,business_id,name,Feature,InstanceID,category,latitude,longitude,X,Y,city,state,stars,review_count,is_open,price,takeout,delivery,outdoor_seating,good_for_kids,alcohol,wifi,ambience,hours
O1oZpbZNDMH_gz8DhsZCdA__burgers,O1oZpbZNDMH_gz8DhsZCdA,Wendy's,Burgers,O1oZpbZNDMH_gz8DhsZCdA,Burgers,40.0121410,-75.1150148,3342.646034,4107.435326,Philadelphia,PA,1.5,15,1,1,true,true,false,true,none,,,"{""Monday"": ""10:0-2:0"", ""Tuesday"": ""10:0-2:0"", ""Wednesday"": ""10:0-2:0"", ""Thursday"": ""10:0-2:0"", ""Friday"": ""10:0-2:0"", ""Saturday"": ""10:0-2:0"", ""Sunday"": ""10:0-2:0""}"
2dlQX5sP9X6Dlm1MmNOlSw__coffee_and_tea,2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,Coffee & Tea,2dlQX5sP9X6Dlm1MmNOlSw,Coffee & Tea,39.9764555,-75.1270254,2319.207193,139.383290,Philadelphia,PA,4.0,105,1,1,true,false,true,,,free,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""8:0-15:0"", ""Wednesday"": ""7:0-15:0"", ""Thursday"": ""8:0-15:0"", ""Friday"": ""7:0-15:0"", ""Saturday"": ""8:0-15:0"", ""Sunday"": ""8:0-15:0""}"
bTve2mwLk5Zc01vRKqc2KQ__breakfast_and_brunch,bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,Breakfast & Brunch,bTve2mwLk5Zc01vRKqc2KQ,Breakfast & Brunch,39.9385518,-75.1496356,392.562655,-4075.321673,Philadelphia,PA,4.5,183,1,1,true,false,true,true,none,free,casual,"{""Monday"": ""7:0-18:0"", ""Tuesday"": ""7:0-18:0"", ""Wednesday"": ""7:0-18:0"", ""Thursday"": ""7:0-18:0"", ""Friday"": ""7:0-18:0"", ""Saturday"": ""7:0-18:0"", ""Sunday"": ""7:0-18:0""}"
bqmX882_6AxVA_uHEQ70sQ__chinese,bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,Chinese,bqmX882_6AxVA_uHEQ70sQ,Chinese,39.9516154,-75.2033457,-4184.146696,-2622.716236,Philadelphia,PA,4.0,46,0,2,true,false,false,true,full_bar,free,casual,
Tm3QiAVLJAR2fEJK7APPPQ__fitness_and_instruction,Tm3QiAVLJAR2fEJK7APPPQ,City Fitness - Northern Liberties,Fitness & Instruction,Tm3QiAVLJAR2fEJK7APPPQ,Fitness & Instruction,39.9603427,-75.1419510,1047.377412,-1652.280799,Philadelphia,PA,3.0,131,1,,,,,false,,,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""5:0-1:0"", ""Wednesday"": ""5:0-1:0"", ""Thursday"": ""5:0-12:0"", ""Friday"": ""5:0-12:0"", ""Saturday"": ""8:0-14:0"", ""Sunday"": ""8:0-14:0""}"
n8ecak12IF_jhnPNs37AZA__bakeries,n8ecak12IF_jhnPNs37AZA,Baltic Bakery,Bakeries,n8ecak12IF_jhnPNs37AZA,Bakeries,39.9768798,-75.1161695,3244.252546,186.563363,Philadelphia,PA,4.5,12,1,1,,false,,,,,,"{""Tuesday"": ""9:0-17:0"", ""Wednesday"": ""9:0-17:0"", ""Thursday"": ""9:0-17:0"", ""Friday"": ""9:0-17:0"", ""Saturday"": ""9:0-16:0"", ""Sunday"": ""8:0-14:0""}"
_T0cPZE2ZJOTTlYYKMP64Q__bakeries,_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,Bakeries,_T0cPZE2ZJOTTlYYKMP64Q,Bakeries,39.9563959,-75.2253784,-6061.579808,-2091.145541,Philadelphia,PA,4.5,66,1,1,true,true,false,true,none,free,,"{""Monday"": ""9:0-22:0"", ""Tuesday"": ""9:0-22:0"", ""Wednesday"": ""9:0-22:0"", ""Thursday"": ""9:0-23:0"", ""Friday"": ""9:0-23:0"", ""Saturday"": ""9:0-23:0"", ""Sunday"": ""11:0-20:0""}"
VbItL6RDULtnw4YvB6EhVg__american_(traditional),VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,American (Traditional),VbItL6RDULtnw4YvB6EhVg,American (Traditional),39.9412993,-75.1477446,553.697223,-3769.813190,Philadelphia,PA,3.0,178,0,2,true,false,false,true,none,no,casual,"{""Monday"": ""11:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0"", ""Thursday"": ""11:0-0:0"", ""Friday"": ""11:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Sunday"": ""11:0-0:0""}"
e8pMCk4bE0U4qk7z59Lxkg__sandwiches,e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,Sandwiches,e8pMCk4bE0U4qk7z59Lxkg,Sandwiches,39.9630420,-75.1741859,-1699.399850,-1352.131919,Philadelphia,PA,4.5,11,1,,,,,,,,,"{""Monday"": ""8:0-15:0"", ""Tuesday"": ""8:0-15:0"", ""Wednesday"": ""8:0-15:0"", ""Thursday"": ""8:0-15:0"", ""Friday"": ""8:0-15:0"", ""Saturday"": ""8:0-15:0"", ""Sunday"": ""8:0-15:0""}"
V-96iACFgPmVjjKACGxd7Q__specialty_food,V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,Specialty Food,V-96iACFgPmVjjKACGxd7Q,Specialty Food,40.0839955,-75.0354963,10118.520803,12097.302218,Philadelphia,PA,2.5,6,0,,true,true,,true,,,,"{""Monday"": ""11:0-23:0"", ""Tuesday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0"", ""Thursday"": ""11:0-23:0"", ""Friday"": ""11:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Sunday"": ""11:0-23:0""}"
0CEUpFtaKhxbmrbSdP9MUQ__seafood,0CEUpFtaKhxbmrbSdP9MUQ,Acadia,Seafood,0CEUpFtaKhxbmrbSdP9MUQ,Seafood,39.9389483,-75.1564078,-184.505312,-4031.232823,Philadelphia,PA,4.0,79,0,2,true,,true,true,full_bar,free,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""17:0-23:0"", ""Wednesday"": ""17:0-23:0"", ""Thursday"": ""17:0-0:0"", ""Friday"": ""17:0-2:0"", ""Saturday"": ""17:0-2:0"", ""Sunday"": ""10:0-23:0""}"
GVqXNt0HKJLpciN9ePxnWw__fast_food,GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,Fast Food,GVqXNt0HKJLpciN9ePxnWw,Fast Food,39.9368911,-75.1672837,-1111.254891,-4259.983342,Philadelphia,PA,2.5,16,1,1,true,true,false,false,none,no,classy,
dChRGpit9fM_kZK5pafNyA__burgers,dChRGpit9fM_kZK5pafNyA,The Love,Burgers,dChRGpit9fM_kZK5pafNyA,Burgers,39.9506555,-75.1708991,-1419.327825,-2729.449780,Philadelphia,PA,4.0,618,1,2,true,true,true,false,full_bar,no,classy|intimate|romantic|trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""17:0-21:0"", ""Wednesday"": ""17:0-21:0"", ""Thursday"": ""17:0-21:0"", ""Friday"": ""16:0-21:0"", ""Saturday"": ""16:0-22:0"", ""Sunday"": ""16:0-21:0""}"
QWqKTWQ2OiDgo3dzNkpung__korean,QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,Korean,QWqKTWQ2OiDgo3dzNkpung,Korean,40.0520643,-75.1273939,2287.806829,8546.709872,Philadelphia,PA,4.5,351,1,2,true,,false,true,none,no,casual|classy,"{""Monday"": ""10:30-22:30"", ""Tuesday"": ""10:30-22:30"", ""Wednesday"": ""10:30-22:30"", ""Thursday"": ""10:30-22:30"", ""Friday"": ""10:30-22:30"", ""Saturday"": ""10:30-22:30"", ""Sunday"": ""10:30-22:30""}"
i_cFU5_dQexbjJA9rmf_WA__desserts,i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,Desserts,i_cFU5_dQexbjJA9rmf_WA,Desserts,39.9500360,-75.1621580,-674.487330,-2798.335132,Philadelphia,PA,3.5,8,1,3,,,,,,,,
7mpYTDb24SywNMRn3yeakQ__american_(traditional),7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,American (Traditional),7mpYTDb24SywNMRn3yeakQ,American (Traditional),39.9418766,-75.1451988,770.628151,-3705.620270,Philadelphia,PA,4.0,604,1,2,true,false,true,false,full_bar,free,casual|classy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0"", ""Thursday"": ""12:0-22:0"", ""Friday"": ""16:0-0:0"", ""Saturday"": ""11:0-0:0"", ""Sunday"": ""10:0-2:0""}"
bchZXVE4feVx4Q5rhIRCGg__breakfast_and_brunch,bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,Breakfast & Brunch,bchZXVE4feVx4Q5rhIRCGg,Breakfast & Brunch,40.0027825,-75.2222705,-5796.751609,3066.816167,Philadelphia,PA,3.0,52,0,1,true,true,false,true,none,free,casual,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""7:0-16:0"", ""Wednesday"": ""7:0-16:0"", ""Thursday"": ""7:0-16:0"", ""Friday"": ""7:0-16:0"", ""Saturday"": ""7:0-16:0"", ""Sunday"": ""7:0-16:0""}"
46_2e1hnQ4csLrYnhn6bkw__desserts,46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,Desserts,46_2e1hnQ4csLrYnhn6bkw,Desserts,39.9408716,-75.1510468,272.311403,-3817.373716,Philadelphia,PA,4.0,166,0,2,true,false,true,false,full_bar,no,casual,"{""Monday"": ""12:0-0:0"", ""Tuesday"": ""12:0-0:0"", ""Wednesday"": ""12:0-0:0"", ""Thursday"": ""12:0-0:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""10:0-0:0"", ""Sunday"": ""10:0-0:0""}"
TGfPJHImEq6AQL9a1laxlg__fast_food,TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,Fast Food,TGfPJHImEq6AQL9a1laxlg,Fast Food,40.0817800,-75.0267907,10860.336297,11850.949518,Philadelphia,PA,4.0,80,1,1,true,true,false,true,none,free,casual,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""10:30-18:0"", ""Wednesday"": ""6:30-22:0"", ""Thursday"": ""6:30-22:0"", ""Friday"": ""6:30-22:0"", ""Saturday"": ""6:30-20:0""}"
CPgWuWGZ4v2sZr5_-1kluw__burgers,CPgWuWGZ4v2sZr5_-1kluw,Checkers,Burgers,CPgWuWGZ4v2sZr5_-1kluw,Burgers,39.9719414,-75.1597710,-471.087957,-362.562422,Philadelphia,PA,2.0,21,1,1,true,true,true,true,none,no,,"{""Monday"": ""10:0-4:0"", ""Tuesday"": ""10:0-4:0"", ""Wednesday"": ""10:0-4:0"", ""Thursday"": ""10:0-5:0"", ""Friday"": ""10:0-6:0"", ""Saturday"": ""10:0-6:0"", ""Sunday"": ""10:0-4:0""}"
VCkSUsdL5P0p16DAPxVROA__burgers,VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,Burgers,VCkSUsdL5P0p16DAPxVROA,Burgers,39.9608110,-75.1573883,-268.054992,-1600.208143,Philadelphia,PA,4.0,31,1,,true,true,,,,free,,"{""Monday"": ""7:0-16:0"", ""Tuesday"": ""7:0-16:0"", ""Wednesday"": ""7:0-16:0"", ""Thursday"": ""7:0-16:0"", ""Friday"": ""7:0-16:0"", ""Saturday"": ""7:0-16:0"", ""Sunday"": ""7:0-16:0""}"
PW5eZM5RAQEhy3wgovChhQ__breakfast_and_brunch,PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,Breakfast & Brunch,PW5eZM5RAQEhy3wgovChhQ,Breakfast & Brunch,39.9584220,-75.1582570,-342.078048,-1865.853189,Philadelphia,PA,3.0,29,0,1,true,true,true,true,none,free,divey,"{""Monday"": ""7:0-15:0"", ""Tuesday"": ""7:0-15:0"", ""Wednesday"": ""7:0-15:0"", ""Thursday"": ""7:0-15:0"", ""Friday"": ""7:0-15:0""}"
yFqq66GxRjnhZXPgjA6hnw__fast_food,yFqq66GxRjnhZXPgjA6hnw,KFC,Fast Food,yFqq66GxRjnhZXPgjA6hnw,Fast Food,40.0315780,-75.1047870,4214.170169,6268.734100,Philadelphia,PA,2.0,7,1,1,true,true,false,true,,free,,"{""Monday"": ""10:30-23:0"", ""Tuesday"": ""10:30-23:0"", ""Wednesday"": ""10:30-23:0"", ""Thursday"": ""10:30-23:0"", ""Friday"": ""10:30-0:0"", ""Saturday"": ""10:30-0:0"", ""Sunday"": ""10:30-22:0""}"
xHspDrdyq1g27yRDezB5yA__fitness_and_instruction,xHspDrdyq1g27yRDezB5yA,Kaiserman JCC,Fitness & Instruction,xHspDrdyq1g27yRDezB5yA,Fitness & Instruction,39.9825420,-75.2685420,-9739.606282,816.172146,Philadelphia,PA,3.5,11,1,,,,,true,,,,"{""Monday"": ""5:30-21:0"", ""Tuesday"": ""5:30-21:0"", ""Wednesday"": ""5:30-21:0"", ""Thursday"": ""5:30-21:0"", ""Friday"": ""5:30-18:0"", ""Saturday"": ""8:0-17:0"", ""Sunday"": ""8:0-17:0""}"
kLSEk3qXY1KdtFjxHJ9pww__burgers,kLSEk3qXY1KdtFjxHJ9pww,McDonald's,Burgers,kLSEk3qXY1KdtFjxHJ9pww,Burgers,40.0884161,-74.9650112,16124.647813,12588.851190,Philadelphia,PA,1.5,20,1,1,true,true,false,true,,,,"{""Monday"": ""5:30-0:0"", ""Tuesday"": ""5:30-0:0"", ""Wednesday"": ""5:30-0:0"", ""Thursday"": ""5:30-0:0"", ""Friday"": ""5:30-1:0"", ""Saturday"": ""5:30-1:0"", ""Sunday"": ""7:0-23:0""}"
PdMXmOWDRHICAx6SLgu1dQ__italian,PdMXmOWDRHICAx6SLgu1dQ,24,Italian,PdMXmOWDRHICAx6SLgu1dQ,Italian,39.9515211,-75.1798731,-2184.014033,-2633.199319,Philadelphia,PA,3.5,111,0,2,true,true,true,true,full_bar,free,casual|trendy,"{""Monday"": ""17:0-21:0"", ""Tuesday"": ""17:0-21:0"", ""Wednesday"": ""17:0-21:0"", ""Thursday"": ""17:0-21:0"", ""Friday"": ""17:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-21:0""}"
JomDoQafikclSVVCPkWjnA__breakfast_and_brunch,JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,Breakfast & Brunch,JomDoQafikclSVVCPkWjnA,Breakfast & Brunch,39.9479600,-75.2219800,-5771.997726,-3029.176119,Philadelphia,PA,4.0,301,1,1,true,true,false,true,none,no,casual,"{""Monday"": ""7:0-15:0"", ""Tuesday"": ""7:0-15:0"", ""Wednesday"": ""7:0-15:0"", ""Thursday"": ""7:0-15:0"", ""Friday"": ""7:0-15:0"", ""Saturday"": ""7:0-15:30"", ""Sunday"": ""7:0-15:30""}"
F6hASqb_Z5ASXz0-pZFlfA__specialty_food,F6hASqb_Z5ASXz0-pZFlfA,Edible Arrangements,Specialty Food,F6hASqb_Z5ASXz0-pZFlfA,Specialty Food,40.0351690,-75.2164090,-5297.285573,6668.035633,Philadelphia,PA,3.5,10,1,2,true,true,,,,,,"{""Monday"": ""8:0-18:0"", ""Tuesday"": ""8:0-18:0"", ""Wednesday"": ""8:0-18:0"", ""Thursday"": ""8:0-18:0"", ""Friday"": ""8:0-18:0"", ""Saturday"": ""8:0-17:0"", ""Sunday"": ""10:0-15:30""}"
kq5Ghhh14r-eCxlVmlyd8w__sandwiches,kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,Sandwiches,kq5Ghhh14r-eCxlVmlyd8w,Sandwiches,39.9532910,-75.1736450,-1653.309534,-2436.395146,Philadelphia,PA,4.0,65,1,1,true,true,true,true,none,,casual,"{""Monday"": ""6:0-15:0"", ""Tuesday"": ""6:0-15:0"", ""Wednesday"": ""6:0-15:0"", ""Thursday"": ""6:0-15:0"", ""Friday"": ""6:0-15:0""}"
pP4q0Mym-qt20nRqTKbzhQ__seafood,pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,Seafood,pP4q0Mym-qt20nRqTKbzhQ,Seafood,39.9496030,-75.1649702,-914.115097,-2846.482602,Philadelphia,PA,3.5,149,0,4,false,false,false,false,full_bar,no,classy|upscale,"{""Monday"": ""17:0-22:0"", ""Tuesday"": ""17:0-22:0"", ""Wednesday"": ""17:0-22:0"", ""Thursday"": ""12:0-22:0"", ""Friday"": ""17:0-23:0"", ""Saturday"": ""17:0-23:0"", ""Sunday"": ""17:0-22:0""}"
y1HgVnt4K5owmYXC5yXLGg__seafood,y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,Seafood,y1HgVnt4K5owmYXC5yXLGg,Seafood,39.9686973,-75.1606146,-542.972209,-723.290381,Philadelphia,PA,4.5,138,1,2,true,,false,true,none,free,classy|intimate|romantic,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-21:0"", ""Wednesday"": ""11:30-20:30"", ""Thursday"": ""11:30-20:30"", ""Friday"": ""11:30-20:30"", ""Saturday"": ""11:30-20:30"", ""Sunday"": ""11:30-20:30""}"
RrqRin8BYGrTlJbCDwtLzA__coffee_and_tea,RrqRin8BYGrTlJbCDwtLzA,Wawa,Coffee & Tea,RrqRin8BYGrTlJbCDwtLzA,Coffee & Tea,39.9510886,-75.1989988,-3813.742659,-2681.295672,Philadelphia,PA,3.5,50,1,1,true,true,false,true,none,free,,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}"
IgNDlyLERBwFGphgcC5VDQ__american_(new),IgNDlyLERBwFGphgcC5VDQ,Cosi,American (New),IgNDlyLERBwFGphgcC5VDQ,American (New),39.9487515,-75.1604487,-528.836873,-2941.167148,Philadelphia,PA,2.5,63,0,1,true,false,true,true,none,free,casual,"{""Monday"": ""6:0-22:0"", ""Tuesday"": ""6:0-22:0"", ""Wednesday"": ""6:0-22:0"", ""Thursday"": ""6:0-22:0"", ""Friday"": ""6:0-22:0"", ""Saturday"": ""7:0-22:0"", ""Sunday"": ""7:0-22:0""}"
HuDNHqKv9n1mWpe4BqCnwA__pizza,HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,Pizza,HuDNHqKv9n1mWpe4BqCnwA,Pizza,40.0352351,-75.2167930,-5330.004880,6675.385484,Philadelphia,PA,3.0,54,1,1,true,true,false,true,none,no,casual,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-21:45"", ""Wednesday"": ""11:0-21:45"", ""Thursday"": ""11:0-21:45"", ""Friday"": ""11:0-21:45"", ""Saturday"": ""11:0-21:45"", ""Sunday"": ""12:0-20:30""}"
BxR5hjyBnJZrm_nnaCtGQw__american_(traditional),BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,American (Traditional),BxR5hjyBnJZrm_nnaCtGQw,American (Traditional),39.9822933,-75.1031599,4352.817476,788.517929,Philadelphia,PA,4.5,29,1,2,true,false,true,,full_bar,free,casual|hipster|trendy,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0"", ""Thursday"": ""16:0-22:0"", ""Friday"": ""16:0-23:0"", ""Saturday"": ""12:0-23:0"", ""Sunday"": ""11:0-16:0""}"
NQSnr4RPUScss607oxOaqw__sandwiches,NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,Sandwiches,NQSnr4RPUScss607oxOaqw,Sandwiches,40.0603863,-75.0845897,5935.208361,9472.075330,Philadelphia,PA,4.5,116,1,1,true,,true,true,beer_and_wine,free,casual,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""13:15-20:30"", ""Wednesday"": ""14:0-20:30"", ""Thursday"": ""14:0-20:30"", ""Friday"": ""11:45-21:0"", ""Saturday"": ""14:0-21:0"", ""Sunday"": ""11:45-20:0""}"
I4TFiNX5gTsJBnEGH2Tl8Q__coffee_and_tea,I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,Coffee & Tea,I4TFiNX5gTsJBnEGH2Tl8Q,Coffee & Tea,39.9318550,-75.1684730,-1212.596690,-4819.972886,Philadelphia,PA,3.5,47,0,1,true,false,true,true,none,free,casual|hipster,"{""Monday"": ""7:0-18:0"", ""Tuesday"": ""7:0-18:0"", ""Wednesday"": ""7:0-18:0"", ""Thursday"": ""7:0-18:0"", ""Friday"": ""7:0-18:0"", ""Saturday"": ""7:0-18:0"", ""Sunday"": ""7:0-18:0""}"
12kD46cnLyMXUQTCI2N0ug__grocery,12kD46cnLyMXUQTCI2N0ug,P&P Grocery,Grocery,12kD46cnLyMXUQTCI2N0ug,Grocery,39.9539236,-75.2096903,-4724.776411,-2366.053138,Philadelphia,PA,4.5,13,0,1,,,,,,,,
PvT44WlqJLkUrCITo6AjRA__breakfast_and_brunch,PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,Breakfast & Brunch,PvT44WlqJLkUrCITo6AjRA,Breakfast & Brunch,40.0771492,-75.2087070,-4640.988787,11336.029298,Philadelphia,PA,3.0,151,1,2,true,true,false,true,none,free,casual,"{""Wednesday"": ""8:0-14:30"", ""Thursday"": ""7:30-16:0"", ""Friday"": ""7:30-15:0"", ""Saturday"": ""7:30-15:0"", ""Sunday"": ""8:0-14:0""}"
tFh0DrDMTom4B3pHpDpRNQ__fitness_and_instruction,tFh0DrDMTom4B3pHpDpRNQ,Platoon Fitness,Fitness & Instruction,tFh0DrDMTom4B3pHpDpRNQ,Fitness & Instruction,39.9478525,-75.1535819,56.293301,-3041.129590,Philadelphia,PA,5.0,10,1,,,,,,,free,,"{""Monday"": ""4:0-22:0"", ""Tuesday"": ""4:0-22:0"", ""Wednesday"": ""4:0-22:0"", ""Thursday"": ""4:0-22:0"", ""Friday"": ""4:0-22:0"", ""Saturday"": ""4:0-22:0"", ""Sunday"": ""4:0-22:0""}"
